language;original_sentence;translated_sentence
it_IT;a content you disapproved;un contenuto che tu hai disapprovato
it_IT;a content you lolled at;un contenuto per cui tu hai riso
it_IT;a content you loved;un contenuto che tu hai amato
it_IT;a content you opposed;un contenuto a cui tu ti sei opposto
it_IT;a content you protested at;un contenuto per cui tu hai protestato
it_IT;a content you reacted to;un contenuto per cui tu hai reagito
it_IT;a content you respected;un contenuto che tu hai rispettato
it_IT;a content you smiled at;un contenuto per cui tu hai sorriso
it_IT;a content you suggested;un contenuto che tu hai suggerito
it_IT;a content you supported;un contenuto che tu hai supportato
it_IT;a content you thought about;un contenuto per cui tu hai pensato qualcosa
it_IT;a product {name} demanded;un prodotto che {name} ha richiesto
it_IT;a product {name} fancied;un prodotto che {name} ha gradito
it_IT;a product {name} had;un prodotto che {name} ha
it_IT;a product {name} lolled at;un prodotto per cui {name} ha riso
it_IT;a product {name} loved;un prodotto che {name} ha amato
it_IT;a product {name} needed;un prodotto di cui {name} aveva bisogno
it_IT;a product {name} reacted to;un prodotto per cui {name} ha reagito
it_IT;a product {name} smiled at;un prodotto per cui {name} ha sorriso 
it_IT;a product {name} suggested;un prodotto che {name} ha suggerito
it_IT;a product {name} thought about;un prodotto per cui {name} ha pensato qualcosa
it_IT;a product {name} wished for;un prodotto che {name} ha desiderato
it_IT;a product he demanded;un prodotto che lui ha richiesto
it_IT;a product he fancied;un prodotto che lui ha gradito
it_IT;a product he had;un prodotto che lui ha
it_IT;a product he lolled at;un prodotto per cui lui ha riso
it_IT;a product he loved;un prodotto che lui ha amato
it_IT;a product he needed;un prodotto di cui lui aveva bisogno
it_IT;a product he reacted to;un prodotto per cui lui ha reagito
it_IT;a product he smiled at;un prodotto per cui lui ha sorriso
it_IT;a product he suggested;un prodotto che lui ha suggerito
it_IT;a product he thought about;un prodotto per cui lui ha pensato qualcosa
it_IT;a product he wished for;un prodotto che lui ha desiderato
it_IT;a product she demanded;un prodotto che lei ha richiesto
it_IT;a product she fancied;un prodotto che lei ha gradito
it_IT;a product she had;un prodotto che lei ha
it_IT;a product she lolled at;un prodotto per cui lei ha riso
it_IT;a product she loved;un prodotto che lei ha amato
it_IT;a product she needed;un prodotto di cui lei aveva bisogno
it_IT;a product she reacted to;un prodotto per cui lei ha reagito
it_IT;a product she smiled at;un prodotto per cui lei ha sorriso
it_IT;a product she suggested;un prodotto che lei ha suggerito
it_IT;a product she thought about;un prodotto per cui lei ha pensato qualcosa
it_IT;a product she wished for;un prodotto che lei ha desiderato
it_IT;a product they demanded;un prodotto che loro hanno richiesto
it_IT;a product they fancied;un prodotto che loro hanno gradito
it_IT;a product they had;un prodotto che loro hanno
it_IT;a product they lolled at;un prodotto per cui loro hanno riso
it_IT;a product they loved;un prodotto che loro hanno amato
it_IT;a product they needed;un prodotto di cui loro avevano bisogno
it_IT;a product they reacted to;un prodotto per cui loro hanno reagito
it_IT;a product they smiled at;un prodotto per cui loro hanno sorriso
it_IT;a product they suggested;un prodotto che loro hanno suggerito
it_IT;a product they thought about;un prodotto per cui loro hanno pensato qualcosa
it_IT;a product they wished for;un prodotto che loro hanno desiderato
it_IT;a product you demanded;un prodotto che tu hai richiesto
it_IT;a product you fancied;un prodotto che tu hai gradito
it_IT;a product you had;un prodotto che tu hai
it_IT;a product you lolled at;un prodotto per cui tu hai riso
it_IT;a product you loved;un prodotto che tu hai amato
it_IT;a product you needed;un prodotto di cui tu avevi bisogno
it_IT;a product you reacted to;un prodotto per cui tu hai reagito
it_IT;a product you smiled at;un prodotto per cui tu hai sorriso
it_IT;a product you suggested;un prodotto che tu hai suggerito
it_IT;a product you thought about;a product you thought about
it_IT;a product you wished for;un prodotto che tu hai desiderato
it_IT;Add your contents to your timeline.;Aggiungi il tuo contenuto nel timeline. 
it_IT;Add your products to your timeline.;Aggiungi i prodotti al timeline.
it_IT;Agreed with {content1}.;D’accordo con {content1}.
it_IT;Applauded {content1}.;Applaudito {content1}.
it_IT;Approved {content1}.;Ha approvato {content1}.
it_IT;contents {name} agreed with;contenuti con cui {name} è d’accordo
it_IT;contents {name} applauded;contenuti che {name} ha applaudito
it_IT;contents {name} approved;contenuti che {name} ha approvato
it_IT;contents {name} disagreed with;contenuti con cui {name} non è d’accordo 
it_IT;contents {name} disapproved;contenuti che {name} ha disapprovato
it_IT;contents {name} lolled at;contenuti per cui {name} ha riso
it_IT;contents {name} loved;contenuti che {name} ha amato
it_IT;contents {name} opposed;contenuti a cui {name} si è opposto
it_IT;contents {name} protested at;contenuti per cui {name} ha protestato
it_IT;contents {name} reacted to;contenuti per cui {name} ha reagito
it_IT;contents {name} respected;contenuti che {name} ha rispettato
it_IT;contents {name} smiled at;contenuti per cui {name} ha sorriso 
it_IT;contents {name} suggested;contenuti che {name} ha suggerito
it_IT;contents {name} supported;contenuti che {name} ha supportato
it_IT;contents {name} thought about;contenuti per cui {name} ha pensato qualcosa
it_IT;contents he agreed with;contenuti con cui lui è d’accordo
it_IT;contents he applauded;contenuti che lui ha applaudito
it_IT;contents he approved;contenuti che lui ha approvato
it_IT;contents he disagreed with;contenuti con cui lui non è d’accordo
it_IT;contents he disapproved;contenuti che lui ha disapprovato
it_IT;contents he lolled at;contenuti per cui lui ha riso
it_IT;contents he loved;contenuti che lui ha amato
it_IT;contents he opposed;contenuti a cui lui si è opposto
it_IT;contents he protested at;contenuti per cui lui ha protestato
it_IT;contents he reacted to;contenuti per cui lui ha reagito
it_IT;contents he respected;contenuti che lui ha rispetatto
it_IT;contents he smiled at;contenuti per cui lui ha sorriso
it_IT;contents he suggested;contenuti che lui ha suggerito
it_IT;contents he supported;contenuti che lui ha supportato
it_IT;contents he thought about;contenuti per cui lui ha pensato qualcosa
it_IT;contents she agreed with;contenuti con cui lei è d’accordo
it_IT;contents she applauded;contenuti che lei ha applaudito
it_IT;contents she approved;contenuti che lei ha approvato
it_IT;contents she disagreed with;contenuti con cui lei non è d’accordo
it_IT;contents she disapproved;contenuti che lei ha disapprovato
it_IT;contents she lolled at;contenuti per cui lei ha riso
it_IT;contents she loved;contenuti che lei ha amato
it_IT;contents she opposed;contenuti a cui lei si è opposta
it_IT;contents she protested at;contenuti per cui lei ha protestato
it_IT;contents she reacted to;contenuti per cui lei ha reagito
it_IT;contents she respected;contenuti che lei ha rispetatto
it_IT;contents she smiled at;contenuti per cui lei ha sorriso
it_IT;contents she suggested;contenuti che lei ha suggerito
it_IT;contents she supported;contenuti che lei ha supportato
it_IT;contents she thought about;contenuti per cui lei ha pensato qualcosa
it_IT;contents they agreed with;contenuti con cui loro sono d’accordo
it_IT;contents they applauded;contenuti che loro hanno applaudito
it_IT;contents they approved;contenuti che loro hanno approvato
it_IT;contents they disagreed with;contenuti con cui loro non sono d’accordi
it_IT;contents they disapproved;contenuti che loro hanno disapprovato
it_IT;contents they lolled at;contenuti per cui loro hanno riso
it_IT;contents they loved;contenuti che loro hanno amato
it_IT;contents they opposed;contenuti a cui loro si sono opposti
it_IT;contents they protested at;contenuti per cui loro hanno protestato
it_IT;contents they reacted to;contenuti per cui loro hanno reagito
it_IT;contents they respected;contenuti che loro hanno rispettato
it_IT;contents they smiled at;contenuti per cui loro hanno sorriso
it_IT;contents they suggested;contenuti che loro hanno suggerito
it_IT;contents they supported;contenuti che loro hanno supportato
it_IT;contents they thought about;contenuti per cui loro hanno pensato qualcosa
it_IT;contents you agreed with;contenuti con cui tu sei d’accordo
it_IT;contents you applauded;contenuti che tu hai applaudito
it_IT;contents you approved;contenuti che tu hai approvato
it_IT;contents you disagreed with;contenuti con cui tu non sei d’accordo
it_IT;contents you disapproved;contenuti che tu hai disapprovato
it_IT;contents you lolled at;contenuti per cui tu hai riso
it_IT;contents you loved;contenuti che tu hai amato
it_IT;contents you opposed;contenuti a cui tu ti sei opposto
it_IT;contents you protested at;contenuti per cui tu hai protestato
it_IT;contents you reacted to;contenuti per cui tu hai reagito
it_IT;contents you respected;contenuti che tu hai rispettato
it_IT;contents you smiled at;contenuti per cui tu hai sorriso
it_IT;contents you suggested;contenuti che tu hai suggerito
it_IT;contents you supported;contenuti che tu hai supportato
it_IT;contents you thought about;contenuti per cui tu hai pensato qualcosa
it_IT;Demanded {product1}.;Richiesto {product1}.
it_IT;Disagreed with {content1}.;Non d’accordo con {content1}.
it_IT;Disapproved {content1}.;Disapprovato {content1}.
it_IT;Fancied {product1}.;Gradito {product1}.
it_IT;Had {product1}.;Avuto {product1}.
it_IT;Lolled at {content1}.;Riso per {content1}.
it_IT;Lolled at {product1}.;Riso per {product1}.
it_IT;Loved {content1}.;Amato {content1}.
it_IT;Loved {product1}.;Amato {product1}.
it_IT;Needed {product1}.;Bisogno di {product1}.
it_IT;Opposed {content1}.;Opposto a {content1}.
it_IT;products {name} demanded;prodotti che {name} ha richiesto
it_IT;products {name} fancied;prodotti che {name} ha gradito
it_IT;products {name} had;prodotti che {name} ha
it_IT;products {name} lolled at;prodotti per cui {name} ha riso 
it_IT;products {name} loved;prodotti che {name} ha amato
it_IT;products {name} needed;prodotti di cui {name} aveva bisogno 
it_IT;products {name} reacted to;prodotti per cui {name} ha reagito
it_IT;products {name} smiled at;prodotti per cui {name} ha sorriso 
it_IT;products {name} suggested;prodotti che {name} ha suggerito
it_IT;products {name} thought about;prodotti per cui {name} ha pensato qualcosa
it_IT;products {name} wished for;prodotti che {name} ha desiderato
it_IT;products he demanded;prodotti che lui ha richiesto
it_IT;products he fancied;prodotti che lui ha gradito
it_IT;products he had;prodotti che lui ha
it_IT;products he lolled at;prodotti per cui lui ha riso
it_IT;products he loved;prodotti che lui ha amato
it_IT;products he needed;prodotti di cui lui aveva bisogno
it_IT;products he reacted to;prodotti per cui lui ha reagito
it_IT;products he smiled at;prodotti per cui lui ha sorriso
it_IT;products he suggested;prodotti che lui ha suggerito
it_IT;products he thought about;prodotti per cui lui ha pensato algo
it_IT;products he wished for;prodotti che lui ha desiderato
it_IT;products she demanded;prodotti che lei ha richiesto
it_IT;products she fancied;prodotti che lei ha gradito
it_IT;products she had;prodotti che lei ha
it_IT;products she lolled at;prodotti per cui lei ha riso
it_IT;products she loved;prodotti che lei ha amato
it_IT;products she needed;prodotti di cui lei aveva bisogno
it_IT;products she reacted to;prodotti per cui lei ha reagito
it_IT;products she smiled at;prodotti per cui lei ha sorriso
it_IT;products she suggested;prodotti che lei ha suggerito
it_IT;products she thought about;prodotti per cui lei ha pensato algo
it_IT;products she wished for;prodotti che lei ha desiderato
it_IT;products they demanded;prodotti che loro hanno richiesto
it_IT;products they fancied;prodotti che loro hanno gradito
it_IT;products they had;prodotti che loro hanno
it_IT;products they lolled at;prodotti per cui loro hanno riso
it_IT;products they loved;prodotti che loro hanno amato
it_IT;products they needed;prodotti di cui loro avevano bisogno
it_IT;products they reacted to;prodotti per cui loro hanno reagito
it_IT;products they smiled at;prodotti per cui loro hanno sorriso
it_IT;products they suggested;prodotti che loro hanno suggerito
it_IT;products they thought about;prodotti per cui loro hanno pensato algo
it_IT;products they wished for;prodotti che loro hanno desiderato
it_IT;products you demanded;prodotti che tu hai richiesto
it_IT;products you fancied;prodotti che tu hai gradito
it_IT;products you had;prodotti che tu hai
it_IT;products you lolled at;prodotti per cui tu hai riso
it_IT;products you loved;prodotti che tu hai amato
it_IT;products you needed;prodotti di cui tu avevi bisogno
it_IT;products you reacted to;prodotti per cui tu hai reagito
it_IT;products you smiled at;prodotti per cui tu hai sorriso
it_IT;products you suggested;prodotti che tu hai suggerito
it_IT;products you thought about;prodotti per cui tu hai pensato algo
it_IT;products you wished for;prodotti che tu hai desiderato
it_IT;Protested at {content1}.;Ha protestato per {content1}.
it_IT;Reacted to {content1}.;Ha reagito a {content1}.
it_IT;Reacted to {product1}.;Ha reagito a {product1}.
it_IT;Respected {content1}.;Ha rispettato {content1}.
it_IT;Smiled at {content1}.;Ha sorriso per {content1}.
it_IT;Smiled at {product1}.;Ha sorriso per {product1}.
it_IT;Suggested {content1}.;Suggerito {content1}.
it_IT;Suggested {product1}.;Suggerito {product1}.
it_IT;Supported {content1}.;Supportato {content1}.
it_IT;Thought about {content1}.;Ha pensato qualcosa su {content1}.
it_IT;Thought about {product1}.;Ha pensato qualcosa su {product1}.
it_IT;wished for {product1}.;Ha desiderato {product1}.
it_IT;You agreed with this.;Tu sei d’accordo con questo.
it_IT;You and {name count} others agreed with this.;Tu e {name count} altri siete d’accordo con questo.
it_IT;You and {name count} others applauded this.;Tu e {name count} altri avete applaudito questo.
it_IT;You and {name count} others approved this.;Tu e {name count} altri avete approvato questo.
it_IT;You and {name count} others demanded this.;Tu e {name count} altri avete richiesto questo.
it_IT;You and {name count} others disagreed with this.;Tu e {name count} altri non siete d’accordo con questo.
it_IT;You and {name count} others disapproved this.;Tu e {name count} altri avete disapprovato questo.
it_IT;You and {name count} others fancied this.;Tu e {name count} altri avete gradito questo.
it_IT;You and {name count} others had this.;Tu e {name count} altri avete questo.
it_IT;You and {name count} others lolled at this.;Tu e {name count} altri avete riso per questo.
it_IT;You and {name count} others loved this.;Tu e {name count} altri avete amato questo.
it_IT;You and {name count} others needed this.;Tu e {name count} altri avevate bisogno di questo.
it_IT;You and {name count} others opposed this.;Tu e {name count} altri vi siete opposti a questo.
it_IT;You and {name count} others protested at this.;Tu e {name count} altri avete protestato per questo.
it_IT;You and {name count} others reacted to this.;Tu e {name count} altri hanno reagito a questo.
it_IT;You and {name count} others respected this.;Tu e {name count} altri hanno rispetatto questo.
it_IT;You and {name count} others smiled at this.;Tu e {name count} altri avete sorriso per questo.
it_IT;You and {name count} others suggested this.;Tu e {name count} altri avete suggerito questo.
it_IT;You and {name count} others supported this.;Tu e {name count} altri avete supportato questo.
it_IT;You and {name count} others thought about this.;Tu e {name count} altri hanno pensato a qualcosa su questo.
it_IT;You and {name count} others wished for this.;Tu e {name count} altri avete desiderato questo.
it_IT;You and {name1} agreed with this.;Tu e {name1} siete d’accordo con questo.
it_IT;You and {name1} applauded this.;Tu e {name1} avete applaudito questo.
it_IT;You and {name1} approved this.;Tu e {name1} avete approvato questo.
it_IT;You and {name1} demanded this.;Tu e {name1} avete richiesto questo.
it_IT;You and {name1} disagreed with this.;Tu e {name1} non siete d’accordo con questo.
it_IT;You and {name1} disapproved this.;Tu e {name1} avete disapprovato questo.
it_IT;You and {name1} fancied this.;Tu e {name1} avete gradito questo.
it_IT;You and {name1} had this.;Tu e {name1} avete questo.
it_IT;You and {name1} lolled at this.;Tu e {name1} avete riso per questo.
it_IT;You and {name1} loved this.;Tu e {name1} avete amato questo.
it_IT;You and {name1} needed this.;Tu e {name1} avevate bisogno di questo.
it_IT;You and {name1} opposed this.;Tu e {name1} vi siete opposti a questo.
it_IT;You and {name1} protested at this.;Tu e {name1} avete protestato per questo.
it_IT;You and {name1} reacted to this.;Tu e {name1} hanno reagito a questo.
it_IT;You and {name1} respected this.;Tu e {name1} hanno rispetatto questo.
it_IT;You and {name1} smiled at this.;Tu e {name1} avete sorriso per questo.
it_IT;You and {name1} suggested this.;Tu e {name1} avete suggerito questo.
it_IT;You and {name1} supported this.;Tu e {name1} avete supportato questo.
it_IT;You and {name1} thought about this.;Tu e {name1} hanno pensato a qualcosa su questo.
it_IT;You and {name1} wished for this.;Tu e {name1} avete desiderato questo.
it_IT;You and {number} others agreed with this.;Tu e {number} altri siete d’accordo con questo.
it_IT;You and {number} others applauded this.;Tu e {number} altri avete applaudito questo.
it_IT;You and {number} others approved this.;Tu e {number} altri avete approvato questo.
it_IT;You and {number} others demanded this.;Tu e {number} altri avete richiesto questo.
it_IT;You and {number} others disagreed with this.;Tu e {number} altri non siete d’accordo con questo.
it_IT;You and {number} others disapproved this.;Tu e {number} altri avete disapprovato questo.
it_IT;You and {number} others fancied this.;Tu e {number} altri avete gradito questo.
it_IT;You and {number} others had this.;Tu e {number} altri avete questo.
it_IT;You and {number} others lolled at this.;Tu e {number} altri avete riso per questo.
it_IT;You and {number} others loved this.;Tu e {number} altri avete amato questo.
it_IT;You and {number} others needed this.;Tu e {number} altri avevate bisogno di questo.
it_IT;You and {number} others opposed this.;Tu e {number} altri vi siete opposti a questo.
it_IT;You and {number} others protested at this.;Tu e {number} altri avete protestato per questo.
it_IT;You and {number} others reacted to this.;Tu e {number} altri hanno reagito a questo.
it_IT;You and {number} others respected this.;Tu e {number} altri hanno rispetatto questo.
it_IT;You and {number} others smiled at this.;Tu e {number} altri avete sorriso per questo.
it_IT;You and {number} others suggested this.;Tu e {number} altri avete suggerito questo.
it_IT;You and {number} others supported this.;Tu e {number} altri avete supportato questo.
it_IT;You and {number} others thought about this.;Tu e {number} altri hanno pensato a qualcosa su questo.
it_IT;You and {number} others wished for this.;Tu e {number} altri avete desiderato questo.
it_IT;You and 1 other agreed with this.;Tu e 1 altro siete d’accordo con questo.
it_IT;You and 1 other applauded this.;Tu e 1 altro avete applaudito questo.
it_IT;You and 1 other approved this.;Tu e 1 altro avete approvato questo.
it_IT;You and 1 other demanded this.;Tu e 1 altro avete richiesto questo.
it_IT;You and 1 other disagreed with this.;Tu e 1 altro non siete d’accordo con questo.
it_IT;You and 1 other disapproved this.;Tu e 1 altro avete disapprovato questo.
it_IT;You and 1 other fancied this.;Tu e 1 altro avete gradito questo.
it_IT;You and 1 other had this.;Tu e 1 altro avete questo.
it_IT;You and 1 other lolled at this.;Tu e 1 altro avete riso per questo.
it_IT;You and 1 other loved this.;Tu e 1 altro avete amato questo.
it_IT;You and 1 other needed this.;Tu e 1 altro avevate bisogno di questo.
it_IT;You and 1 other opposed this.;Tu e 1 altro vi siete opposti a questo.
it_IT;You and 1 other protested at this.;Tu e 1 altro avete protestato per questo.
it_IT;You and 1 other reacted to this.;Tu e 1 altro hanno reagito a questo.
it_IT;You and 1 other respected this.;Tu e 1 altro hanno rispetatto questo.
it_IT;You and 1 other smiled at this.;Tu e 1 altro avete sorriso per questo.
it_IT;You and 1 other suggested this.;Tu e 1 altro avete suggerito questo.
it_IT;You and 1 other supported this.;Tu e 1 altro avete supportato questo.
it_IT;You and 1 other thought about this.;Tu e 1 altro hanno pensato a qualcosa su questo.
it_IT;You and 1 other wished for this.;Tu e 1 altro avete desiderato questo.
it_IT;You applauded this.;Tu hai applaudito questo.
it_IT;You approved this.;Tu hai approvato questo.
it_IT;You demanded this.;Tu hai richiesto questo.
it_IT;You disagreed with this.;Tu non sei d’accordo con questo.
it_IT;You disapproved this.;Tu hai disapprovato questo.
it_IT;You fancied this.;Tu hai gradito questo.
it_IT;You had this.;Tu hai questo.
it_IT;You lolled at this.;Tu hai riso per questo.
it_IT;You loved this.;Tu ha amato questo.
it_IT;You needed this.;Tu avevi bisogno di questo.
it_IT;You opposed this.;Tu ti sei opposto a questo.
it_IT;You protested at this.;Tu hai protestato per questo.
it_IT;You reacted to this.;Tu hai reagito a questo.
it_IT;You respected this.;Tu hai rispetatto questo.
it_IT;You smiled at this.;Tu hai sorriso per questo.
it_IT;You suggested this.;Tu hai suggerito questo.
it_IT;You supported this.;Tu hai supportato questo.
it_IT;You thought about this.;Tu hai pensato qualcosa su questo.
it_IT;You wished for this.;Tu hai desiderato questo.
it_IT;your content;il tuo contenuto
it_IT;your product;il tuo prodotto
it_IT;{count} products;{count} prodotti 
it_IT;a product;un prodotto
it_IT;1 content;1 contenuto
it_IT;a content;un contenuto
it_IT;1 product;1 prodotto
it_IT;{count} contents;{count} contenuti
