Language,Hash,Sentence,Loc,Translated Sentence
en_US,084d142017fbd9a4571d562215944d71,{name1} and {name2} loved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,08db1da796155a25abb84d9ac15f35bf,a content you loved,es_ES,Un contenído que usted ama.
en_US,0bf78d0eb84776e11327ce037e52e009,{name1} loved {product count products}.,es_ES,{name1} ama {product count products}.
en_US,0defdd4366275213ee95a66edb68a406,{name1} and {name2} loved {content count contents}.,es_ES,{name1} y {name2} aman {content count contents}.
en_US,12214acb1b8821f54e87adaa3a2a13ef,a product you loved,es_ES,Un producto que usted ama.
en_US,189a035f359414b1f15d2d3098b13835,contents {name} loved,es_ES,Contenídos que {name} ama.
en_US,194b24a67970cee51a6869b49052203e,{name1} and {name count others} loved {product1}.,es_ES,{name1} y {name count others} aman {product1}.
en_US,20331e24a49c80d40afcb74d2947ad54,{name1} and {name count others} loved {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,2553d8b67d41885131a5a03e7f3a7776,{name1} loved a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,28f631198576d3f0b87d6ec5544cb3c4,{name1} and {name2} loved {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,2c2c0d298e4d91f2114bb2d9546a8b21,a product he loved,es_ES,Un producto que él ama.
en_US,3d111343d59e9ff54d2aa63aa1a9cbe8,{name1} and {name count others} loved {content1} and {content2}.,es_ES,{name1} y {name count others} aman {content1} y {content2}.
en_US,3d64b03ab64c3968395adfcfeeacc9b6,{name1} and {name count others} loved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3dc51042317e1ea2211d6f50cf16c140,{name1} and {name count others} loved {content count contents}.,es_ES,{name1} y {name count others} aman {content count contents}.
en_US,403cdfc881a0d69e341f52745204f88f,{name1} loved {content1} and {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {content1} y {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,409e95ce37f81cffd61cf3cb81a1ad0f,You and 1 other loved this.,es_ES,Usted y alguien más ama esto.
en_US,414ba851c6c6d691a8f7d416de051992,{name1} loved {content1} and {content count other contents}.,es_ES,{name1} ama {content1} y {content count other contents}.
en_US,423ec9c811fd70e950cda6003abf1589,{name1} and {name count others} loved {product1} and {product count other products}.,es_ES,{name1} y {name count others} aman {product1} y {product count other products}.
en_US,435b87a83cf90506df8e4889878c8bb2,{name1} and {name2} loved {product1}.,es_ES,{name1} y {name2} aman {product1}.
en_US,437e195e96915727d11eeba1c5e6f89e,{name} loved {number} contents {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} ama {number} contenídos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,43fae09b507203581d9ecca383513fe8,{name} loved {number} contents.,es_ES,{name} ama {number} contenídos.
en_US,461ad2620e58f0a4b2affc0578d0c3ae,{name1} and {name count others} loved {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,49af84bbd5889445b12354e067f620cc,{name1} loved {product1} and {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {product1} y {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,4b3e18abc6b87a77763159355bcf7e5b,{number} others loved this.,es_ES,{number} otros aman esto.
en_US,4bb06206285034b7166492bc73da3505,a product she loved,es_ES,Un producto que ella ama.
en_US,4cbecbe817b4853409efb83f53b058d0,{name} loved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} ama un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,4d6a87ad507d28772ddb35597cbb32c2,{number} others loved this. Be the first of your friends.,es_ES,{number} otros aman esto. Se el primero de tus amigos.
en_US,55581e1b37392cedf0b7b4d80f1bd5d0,You and {name1} loved this.,es_ES,Usted y {name1} aman esto.
en_US,59909bde5c5dec0eee316a15bf586996,{name} loved a product.,es_ES,{name} ama un producto.
en_US,5e87cb00c5e855ad394752ddfc687431,{name1} loved {product1} and {product count other products}.,es_ES,{name1} ama {product1} y {product count other products}.
en_US,5f37b7c4b74bd7f918148ce381d34ae6,{name1} and {name count others} loved {content1} and {content count other contents}.,es_ES,{name1} y {name count others} aman {content1} y {content count other contents}.
en_US,5f73696cc99685ddb74322eeeb1c0e07,{name1} and {name count others} loved {product count products}.,es_ES,{name1} y {name count others} aman {product count products}.
en_US,615f173c6fce073369f225e443649f67,1 other loved this. Be the first of your friends.,es_ES,Alguien más ama esto. Sé el primero de tus amigos.
en_US,65438c089feb5557cfc3aaf7f5cd732c,{name1} and {name2} loved a product.,es_ES,{name1} y {name2} aman un producto.
en_US,6924f4b2910fc9cdac376bb56b3c7b2d,a content she loved,es_ES,Un contenído que ella ama.
en_US,69d61aa5b135306e33a9b4f3f9fb5bdb,{name1} and {name count others} loved {product1} and {product2}.,es_ES,{name1} y {name count others} aman {product1} y {product2}.
en_US,6bb78b16fc6949ee85589e9238969e3d,contents he loved,es_ES,Contenídos que él ama.
en_US,6eb16b04b44a82a28d52039f65cadd9d,{name1} loved {content1} and {content2}.,es_ES,{name1} ama {content1} y {content2}.
en_US,7023f6aadf030f98c9f4d51637ef06a7,{name1} loved {content1}.,es_ES,{name1} ama {content1}.
en_US,71d7af04aa13820485d7bf934cb4462c,{name1} and {name count others} loved a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,71ffcc1534fe4f3dfec7e409084ecde7,{name1} and {name count others} loved {content1}.,es_ES,{name1} y {name count others} aman {content1}.
en_US,7255d05c119d6572e4e17765de965e7b,{name1} and {name2} loved {product count products}.,es_ES,{name1} y {name2} aman {product count products}.
en_US,72665fe119887cfc4f10530bc608b54c,{name1} loved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,785ec38926bc95cf39691dd882387b5c,Loved {product1}.,es_ES,Ama {product1}.
en_US,85e43325ed156be5beffd642fde0d871,{name1} and {name2} loved a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,8601f527f7e4dd41a45127d28a474c40,{name1} and {name2} loved {product1} and {product2}.,es_ES,{name1} y {name2} aman {product1} y {product2}.
en_US,968ce4a3128fcbe0468bdcd7197bc87d,a product they loved,es_ES,Un producto que ellos aman.
en_US,9dcd94d08ad4e1384122f069ff9b716a,{name1} and {name2} loved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9f23976aa4da9302239b6d5c03a26a66,a product {name} loved,es_ES,Un producto que {name} ama.
en_US,a4a4db6c53cb98e9764864b727275e7a,{name1} loved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a92ac2fbc922da7e42622d1b42868db0,{name1} and {name count others} loved a product.,es_ES,{name1} y {name count others} aman un producto.
en_US,aaa2d6862be1ce508c124f5f2bf26587,a content they loved,es_ES,Un contenído que ellos aman.
en_US,ac3f2127fcf4e89a0d513d3c04d3433a,{name1} and {name2} loved {product1} and {product count other products}.,es_ES,{name1} y {name2} aman {product1} y {product count other products}.
en_US,acbef02d1296719339a529d443238f9e,{name1} loved a content.,es_ES,{name1} aman un contenído.
en_US,acfd0449004ca4a2128071b8aec1d8a7,{name1} and {name2} loved {content1} and {content2}.,es_ES,{name1} y {name2} aman {content1} y {content2}.
en_US,aec38d52fe96dcb32076332dd46d0477,You and {name count} others loved this.,es_ES,Usted y {name count} otros aman esto.
en_US,af218a39f6c81a921dfdf9ce48aecfc9,a content he loved,es_ES,Un contenído que él ama.
en_US,af7644d8a569d76d46718f45eed4238c,{name1} and {name count others} loved {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,b1ee58a67bce4848c0380ec863fd2626,{name1} and {name2} loved a content.,es_ES,{name1} y {name2} aman un contenído.
en_US,b2719b8d8baeaa5c0597289c11e1508a,{name1} and {name count others} loved a content.,es_ES,{name1} y {name count others} aman un contenído.
en_US,b37e8d1fd8721d8aff95c05b8e39f719,{name1} loved {product1} and {product2}.,es_ES,{name1} ama {product1} y{product2}.
en_US,b6ea87928d70f9ca0760d9514e9fd00f,{name1} loved {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,b947c36dbf4d014b28149c96711b787b,products you loved,es_ES,Productos que usted ama.
en_US,bd56df593d1c3db4aa6cfeced8c1115f,1 other loved this.,es_ES,Alguien más ama esto.
en_US,be84a6230a7504d32bff8a0c4427746c,{name1} and {name2} loved {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,bf10a9df708b8bdafbfd53bc8f2b0cae,products they loved,es_ES,Productos que ellos aman.
en_US,c4041402d4a26f4f10880953599f6363,products he loved,es_ES,Productos que él ama.
en_US,c5094006a096166aaad83c789a32da70,a content {name} loved,es_ES,Un contenído que {name} ama.
en_US,c6d5e71e31df46be00e509acd441b079,{name1} and {name2} loved a product {sent_aux_a} {sent_aux_b} {sent_aux_c} on {GetSocial}.,es_ES,{name1} y {name2} aman un producto {sent_aux_a} {sent_aux_b} {sent_aux_c} en {GetSocial}.
en_US,c7ddcd17cd43da14f5bbb361f8aa8d6d,You loved this.,es_ES,Usted ama esto.
en_US,d0fb7eb30f9bc0774d3795e3b240dba6,{name1} loved {product1}.,es_ES,{name1} ama {product1}.
en_US,d619054edafb18259ead8cbb19fb2599,{name1} loved this.,es_ES,{name1} ama esto.
en_US,d64b30103a71ed278a762fbf51bddb94,{name1} loved a product on {GetSocial}.,es_ES,{name1} ama un producto en {GetSocial}.
en_US,d9a7d5943c1b466bff720ad1222f020a,products {name} loved,es_ES,productos que {name} ama.
en_US,d9f7f7cb14f8f1086679fe079338ec31,{name} loved a content.,es_ES,{name} ama un contenído.
en_US,db18ae63ceec619e9f8da0d8f4b629eb,{name1} loved {content1} and {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {content1} y {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e0883580d6b29830049679a10e9eee61,{name1} and {name count others} loved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} aman {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e45a130679411c722694a97e394cd737,{name1} and {name count others} loved a product on {GetSocial}.,es_ES,{name1} y {name count others} aman un producto en {GetSocial}.
en_US,e73883c70bced1854d599557f48ecd93,Loved {content1}.,es_ES,Ama {content1}.
en_US,eb1b835787d8c2e18697cbfde3639f46,{name1} loved {product1} and {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {product1} y {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ed4beb5620e4a6c6cf13ceb1dfd2fcde,You and {number} others loved this.,es_ES,Usted y {number} otros aman esto.
en_US,edcc7d724b233ae26c13419fdf23f0b3,{name1} loved {content count contents}.,es_ES,{name1} ama {content count contents}.
en_US,ee19e047374a0c15965d396b21c84634,{name1} loved {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} ama {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ee99a80140a2fa6df7d25e84c75e245d,contents they loved,es_ES,Contenídos que ellos aman.
en_US,f0066c24af34c8bc34f3d6fc7a321603,{name1} loved a product.,es_ES,{name1} ama un producto.
en_US,f140de2a4595bf8a02190d5ca2079b78,{name1} and {name2} loved {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} aman {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,f2969c3621e320e3552681d9bf262ab8,contents you loved,es_ES,Contenídos que usted ama.
en_US,f4efc30f26d0f9a3a1dff15328e0721b,contents she loved,es_ES,Contenídos que ella ama.
en_US,f7ecb4ae86fd5c973eca8633694be9fe,{name} loved {number} products.,es_ES,{name} ama {number} productos.
en_US,fa6514f86e79f56dedeca5fec589005f,{name1} and {name2} loved {content1} and {content count other contents}.,es_ES,{name1} y {name2} aman {content1} y {content count other contents}.
en_US,fcd388855d677f9ba30e57555a2b4a5e,products she loved,es_ES,Productos que ella ama.
en_US,fec93876c7811b474c39ef155eb36f85,{name1} and {name2} loved {content1}.,es_ES,{name1} y {name2} aman {content1}.
en_US,ffc7c8bfd7b82b40231932f6337816ce,{name} loved a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} ama un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,00bb56258fc6559b4947e7c00eb10a35,{name1} and {name count others} needed {product1}.,es_ES,{name1} y {name count others} necesitan {product1}.
en_US,07f86bb8d98bc26bf076ecc9bd2e833c,{name1} and {name2} needed {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} necesitan {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,0d0b4a3e4248ae78c73c5994ab63fd0a,You and {number} others needed this.,es_ES,Usted y {number} otros necesitan esto.
en_US,17c63f1666013ce70c87625fa59e4d7e,{name1} needed {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} necesita {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,189c60a0cccba55ea948c3381d5f503b,a product you needed,es_ES,Un producto que usted necesita.
en_US,1989eedc977e6bb5f9e0bc5811b9362a,{name1} needed {product1}.,es_ES,{name1} necesita {product1}.
en_US,205fc401eeeaaa9149c4485c39e7ee3b,{name1} needed {product1} and {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} necesita {product1} y {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,273bb5ae608b536bf2763fa19a221029,a product they needed,es_ES,Un producto que ellos necesitan.
en_US,2841c0b5f79a32bf594f27ea9d005ac3,{name1} needed {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} necesita {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,2db6659eafbfded148e76d8ca8d69391,{name} needed a product.,es_ES,{name} necesita un producto.
en_US,30679cc91f3ba0f89893dde3bada090a,You and {name1} needed this.,es_ES,Usted y {name1} necesitan esto.
en_US,318f828e355a952b32808488b38b4fbe,{name1} and {name count others} needed {product count products}.,es_ES,{name1} y {name count others} necesitan {product count products}.
en_US,37bbf28af821fc3671507183fc2f5175,{name1} needed a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} necesita un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3810437d14002b6ab18c98ad45395976,{name1} and {name count others} needed {product1} and {product count other products}.,es_ES,{name1} y {name count others} necesitan {product1} y {product count other products}.
en_US,3bfc458bf1c16a82aa200fec841b889c,{name1} and {name count others} needed {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} necesitan {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3d00524fd24a49e8390e328663f96c0c,{name1} and {name2} needed {product1} and {product2}.,es_ES,{name1} y {name2} necesitan {product1} y {product2}.
en_US,51e05308f9310d7839bcaec5c65f942d,{name1} and {name2} needed {product1} and {product count other products}.,es_ES,{name1} y {name2} necesitan {product1} y {product count other products}.
en_US,54088964dc9855f58869e0d89574b981,products {name} needed,es_ES,Productos que {name} necesita.
en_US,55e6bbf520e94173d6b1518e2ee0a4db,{name1} needed {product count products}.,es_ES,{name1} necesita {product count products}.
en_US,5765df6a286da75f73fc1a5ae67872b2,{number} others needed this.,es_ES,{number} otros necesitan esto.
en_US,5f5de59461c18c0fac9926a1a4ab2191,products they needed,es_ES,Productos que ellos necesitan.
en_US,63186626d3e091ab906e882983e473dd,{name} needed a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} Necesita un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,72f3d7fc396feb903afcb195bea99e4a,products she needed,es_ES,Productos que ella necesita.
en_US,7b7d38ed00d8ad85c48c42ad5fd7f28a,{name1} and {name2} needed {product count products}.,es_ES,{name1} y {name2} necesitan {product count products}.
en_US,7e6f121b8930af56b2c466460c12dd48,a product he needed,es_ES,Un producto que él necesita.
en_US,84360a79c8d23f575d1099ccee89b0eb,{name1} and {name count others} needed {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} necesitan {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,8db83671f9eb5ca118a0b08a6828eb2e,{name1} and {name count} others needed this.,es_ES,{name1} y {name count} otros necesitan esto.
en_US,90aa44beab32d72c5dc5a23fa2507f46,{name1} and {name2} needed a product.,es_ES,{name1} y {name2} necesitan un producto.
en_US,962ef49cb5a179463edf18b41dca3438,1 other needed this. Be the first of your friends.,es_ES,Alguien más necesita esto. Sé el primero de tus amigos.
en_US,9684aeed372dd8bba726ae51a9cc7452,{name1} and {name2} needed {product1}.,es_ES,{name1} y {name2} necesitan {product1}.
en_US,976b6ab660b57bc8d09292425116f4a0,{name1} and {name2} needed {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} necesitan {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,98cc3d51747791a96e3e24b604058eb1,1 other needed this.,es_ES,Alguien más necesita esto.
en_US,b0d4d490d9ede35b430a499677e0fd98,{name1} and {name count others} needed {product1} and {product2}.,es_ES,{name1} y {name count others} necesitan {product1} y {product2}.
en_US,b81966afb31f94c3780c6274dc71b349,a product {name} needed,es_ES,{name} necesita un producto.
en_US,bbdb19d56b38a51951a549de80b44de8,{name1} needed a product.,es_ES,{name1} necesita un producto.
en_US,c1b1daafb1fce03ddd16d132279b346c,{name1} needed {product1} and {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} necesita {product1} y {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,c40e6fb870516103f7b0357db5bde582,{number} others needed this. Be the first of your friends.,es_ES,{number} otros necesitan esto. Sé el primero de tus amigos.
en_US,cde122052fdd6598d72e87705bf93a95,{name1} needed this.,es_ES,{name1} necesita esto.
en_US,d09c857a7cecf0e3ceabcae6118b0121,products you needed,es_ES,Productos que usted necesita.
en_US,daacb50b5cd2173f98f655942a03739b,{name} needed {number} products.,es_ES,{name} necesita {number} productos.
en_US,dbb1d74a4b3c8b06d90801f3f5756925,You and 1 other needed this.,es_ES,Usted y alguien más necesita esto.
en_US,de07e53fe458a35d04f2cbce7a477a9a,{name1} and {name2} needed this.,es_ES,{name1} y {name2} necesita esto.
en_US,e37599dd9857df4ee5676facbf1b517a,products he needed,es_ES,Productos que él necesita.
en_US,e552ef21ff2b867283667acebbbb7911,You and {name count} others needed this.,es_ES,Usted y {name count} otros necesitan esto.
en_US,eb01d33c42efb07cc32e98cdbfcf963f,Needed {product1}.,es_ES,Necesita {product1}.
en_US,ec13f56d5b85e125a5bc764a4a9d0f61,{name} needed {number} products {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} necesita {number} productos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ec8f4c276a867d14082ab6434408586b,{name1} needed {product1} and {product count other products}.,es_ES,{name1} necesita {product1} y {product count other products}.
en_US,ec962d5f68d594e74cf98aa7c94bb875,{name1} and {name2} needed a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} necesitan un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,eeb7273942de0dd8e8a8d36b9d0b507c,You needed this.,es_ES,Usted necesita esto.
en_US,ef2ba8f6a4204dad56ec0740fe2daa8a,a product she needed,es_ES,Un producto que ella necesita.
en_US,f36c81961ae3a60891b01d175a1abe8b,{name1} and {name count others} needed a product.,es_ES,{name1} y {name count others} necesitan un producto.
en_US,f519f5cc054cf8432e80f27b692119cb,{name1} and {name count others} needed a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} necesitan un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,f5d5f1b53789116bc3abae0ea923014a,{name1} needed {product1} and {product2}.,es_ES,{name1} necesita {product1} y {product2}.
en_US,022552e9f65eb5b8230977c0b3a2f53d,{name} opposed a content.,es_ES,{name} se opone a un contenído
en_US,04e140b179f30e04f0662e2d33ee7cad,You opposed this.,es_ES,Usted se opone a esto
en_US,05ea4fcb2c42a09916a139ea238d1b0a,{name1} opposed {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se opone a {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,0d71ee0b835abaa4b255c353e239e067,{name} opposed a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se opone a un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,15c26ea7003aa7ab1642c13ee8d67f28,a content {name} opposed,es_ES,{name} se opone a un contenído.
en_US,177426063362e9428cb8068d6ef87a4a,{name1} and {name2} opposed {content1}.,es_ES,{name1} y {name2} se oponen a {content1}.
en_US,21ffba8b0899e66135a3f0885672e463,{name1} and {name count} others opposed this.,es_ES,{name1} y {name count} otros se oponen a esto.
en_US,2309579e2e27869fcb52cbd7fb2c7baa,contents she opposed,es_ES,Contenídos a los que ella se opone.
en_US,24e35aaecba219fe01bc40489ff00a22,{name1} and {name2} opposed {content1} and {content count other contents}.,es_ES,{name1} y {name2} se oponen a {content1} y {content count other contents}.
en_US,257ada9ae1b422020e8fb6d8889aa718,a content she opposed,es_ES,Un contenído al que ella se opone.
en_US,2e17de779887939bd05c79c4beceae4d,contents {name} opposed,es_ES,contenídos a los que {name} se opone.
en_US,3088fbb56d293280d62489c5f9c8e206,{name1} opposed a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se opone a un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,329f924d688656b4b2bd38cd8f39e09c,You and {name1} opposed this.,es_ES,Usted y {name1} se oponen a esto.
en_US,352de48c775d3822a726791960f819d2,{name1} and {name2} opposed a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se oponen a un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3e952537dc6c5c546ce100d512c249c1,{name1} and {name2} opposed {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se oponen a {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3fe69ea16bb73ad3bfffed5ec958b319,{name} opposed {number} contents.,es_ES,{name} se opone a {number} contenídos.
en_US,40ba289406d5adf19a24c44e386e8220,{name1} and {name2} opposed {content count contents}.,es_ES,{name1} y {name2} se oponen a {content count contents}.
en_US,47e029fa47ba9985aedc58463fc45516,contents he opposed,es_ES,Contenídos a los que él se opone.
en_US,4baada2ccbb3a3f0de962c330f67191c,1 other opposed this. Be the first of your friends.,es_ES,Alguien más se opone a esto. Sé el primero de tus amigos.
en_US,4c31e189b009070aea0819af7098b31a,You and {name count} others opposed this.,es_ES,Usted y {name count} otros se oponen a esto.
en_US,5425c3c9ee7833a6506a062d56519ac1,You and {number} others opposed this.,es_ES,Usted y {number} otros se oponen a esto.
en_US,5c5fa47d23415cfd6d200650e2722b06,{name} opposed {number} contents {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} se opone a {number} contenídos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,5f7d63435303de343e1501b22567c7e5,a content he opposed,es_ES,Un contenído al que él se opone.
en_US,62a0b08acffaab54f29d6808feafa4f1,contents they opposed,es_ES,Un contenído al que ellos se oponen.
en_US,7c1eb600874a4834807492a8a90f357b,{name1} opposed {content1} and {content count other contents}.,es_ES,{name1} se opone a {content1} y {content count other contents}.
en_US,85090bf4cddc784c0957c86583eb3ede,{number} others opposed this. Be the first of your friends.,es_ES,{number} otros se oponen a esto. Sé el primero de tus amigos.
en_US,8603a151e5774971b22f9160d48850ed,{number} others opposed this.,es_ES,{number} otros se oponen a esto.
en_US,8a200d3160ea37db5831ca919d45363b,{name1} opposed this.,es_ES,{name1} se opone a esto.
en_US,8d80f707a3ae74e2876b36bf9c263ae9,{name1} opposed {content1}.,es_ES,{name1} se opone a {content1}.
en_US,9128b0640b06e3730d576b362c15f8a5,{name1} and {name count others} opposed {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} se oponen a {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,925a56616f258bd475cbafc55686d559,{name1} and {name2} opposed a content.,es_ES,{name1} y {name2} se oponen a un contenído.
en_US,9c9d83b9c23f21a4cfc6a0d389ae87b3,a content they opposed,es_ES,Un contenído al que ellos se oponen.
en_US,a3d6ba212d9a6f725d867b53fb721c03,{name1} and {name2} opposed {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} se oponen {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a6000bb97453eca169be19b20ec67eff,{name1} opposed {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} se opone a {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a638c204eb1d6b647cef51f156a09d27,Opposed {content1}.,es_ES,Se opone a {content1}.
en_US,a7cac66bb7265e3938e74a221cfd05cc,{name1} and {name count others} opposed {content1} and {content count other contents}.,es_ES,{name1} y {name count others} se opone a {content1} y {content count other contents}.
en_US,a802ded33d161073ebaadfae8c8b29e9,{name1} and {name count others} opposed a content.,es_ES,{name1} y {name count others} se oponen a un contenído.
en_US,abfa8519ed2397accc53c190b9ed0ce8,{name1} opposed {content1} and {content2}.,es_ES,{name1} se opone a {content1} y {content2}.
en_US,b604afbdad64db45ae0d470a2991c3fd,1 other opposed this.,es_ES,Alguién más se opone a esto.
en_US,c06ded572b513866cf179f3b9b3cdb40,{name1} and {name count others} opposed {content count contents}.,es_ES,{name1} y {name count others} se oponen a {content count contents}.
en_US,c4c3b092484f64b0bc52d8dbdf1e476c,a content you opposed,es_ES,Contenído al que usted se opone.
en_US,ca609ab1b66c8c242cc13971ac90cd83,contents you opposed,es_ES,Contenídos a los que usted se opone.
